ID,name,latitude,longitude
197,МЖК,57.1084629,65.5857124
198,Бережная аптека,57.1047071,65.5856516
199,Столичные аптеки,55.6087779,37.6122391
200,Горздрав,55.8049767,37.5125199
201,ГорЗдрав,55.8025132,37.8042001
202,Горздрав,55.6477906,37.4068832
203,Горздрав,55.6183444,37.5927733
204,Старый Лекарь,55.8945003,37.5880843
205,"ООО ""Балтфарм""",55.8900817,37.5934895
207,Абикон Фарма,55.8953679,37.5912383
208,Ригла,55.8978453,37.5915176
209,Ромашки,55.8997456,37.5882056
211,БиоРитм,55.896924,37.5881447
213,"ООО ""Еврофарм""",55.8907271,37.5911374
214,Я здоров,55.6497685,37.3695822
215,Формула здоровья,55.5469173,37.543509
216,20 капель,55.54966,37.5554785
217,Горздрав,55.7470953,37.7754938
218,Камелия,55.5685718,37.5814614
219,Дежурная аптека ЗАО «Экохелп Бутово»,55.5687315,37.5634817
221,Горздрав,55.8881877,37.6578525
223,Горздрав,55.7388611,37.5468526
225,Ригла,55.5990658,37.6635541
226,Горздрав,55.7201966,37.4215878
229,Здравсити,55.8721307,37.6645846
230,Солнышко,55.7093608,37.661133
231,Ригла,55.807913,37.4079021
232,Таблетка,55.8797762,37.6961299
233,Горздрав,55.8513874,37.4376599
234,Горздрав,55.8509479,37.4340142
236,М3,55.6559826,37.4041896
237,Ригла,55.8559285,37.4201642
240,Медбиолайн,55.6856347,37.562208
241,Trika,55.8141835,37.6600208
242,"36,6",55.7409699,37.6271481
243,А5,55.639304,37.340918
244,Маяк,55.7979478,37.787773
245,"ООО ""Гармония""",55.8896448,37.6609766
246,Горздрав,55.6634088,37.6085022
247,Ригла,55.7406512,37.5843161
248,Столичные Аптеки,55.7399376,37.5845923
249,Репромед,55.7587278,37.6489212
251,Аптеки столицы,55.8804948,37.5586863
252,Живика,55.6898605,37.8587466
253,Норма,55.6897033,37.8544229
254,Горздрав,55.8571832,37.4215103
255,Городская аптека,55.8575059,37.4213987
256,Столичные аптеки,55.7307439,37.4607131
258,Живика,55.7991168,37.7989211
259,Планета здоровья,55.7960935,37.7990517
260,Старый Лекарь,55.7409245,37.4812974
261,Горздрав,55.7958902,37.7823106
262,"36,6",55.7921281,37.6226874
263,Столичные аптеки,55.7714632,37.7274428
264,Фармпростор,55.8598069,37.4327231
268,Столичные Аптеки,55.7298995,37.4194736
269,Аптеки столицы,55.7593991,37.4052928
270,"36,6",55.6589947,37.4318875
271,Форте,55.690766,37.534502
272,Горздрав,55.6890818,37.5352317
273,А5,55.5467317,37.532227
274,2х2,55.8624827,37.422994
275,Еаптека,55.8499729,37.4248625
277,Столичные Аптеки,55.6090868,37.6044634
278,Столичные аптеки,55.7406361,37.4984907
280,Мепико,55.8109124,37.6383077
281,"36,6",55.8080775,37.6383668
282,Эконом,55.8593034,37.4375962
283,Семейная,54.9853785,73.3994746
284,Фармакопейка,54.9816368,73.3816659
287,Фармленд,55.7629258,37.4828647
288,Фарм север,55.9328112,37.5478036
289,Аптека,57.1428117,65.5508131
290,Ригла,55.741165,37.6158133
295,Апрель,55.7644117,37.790706
296,Доктор Столетов,55.8142009,37.5654098
300,Ригла,55.7757207,37.7088785
306,Farmacy.ru,55.7776743,37.5807577
308,А5,55.8987657,37.5851883
309,Севфарм,55.5376721,37.5315863
312,Аптеки столицы,55.6733759,37.7525781
313,Доктор Столетов,55.7262253,37.7617674
314,"36,6",55.5863443,37.6479662
316,Авилек,55.8115214,37.5581975
317,Горздрав,55.8974431,37.6053688
318,"36,6",55.7884293,37.6791272
319,Горздрав,55.6220681,37.7511652
321,КиВи,55.5750577,37.6472783
323,Health,55.736429,37.5248351
324,Доктор Столетов,55.7371205,37.5242972
325,Столички,55.8708891,37.642391
327,"36,6",55.7949502,37.491945
328,Горздрав,55.7937283,37.4925195
329,Столичные Аптеки,55.8458766,37.4191764
330,Неофарм,55.7923423,37.4951325
331,Столички,55.8846535,37.6861225
332,Горздрав,55.7215162,37.4007343
333,Ригла,55.6049641,37.7124453
335,Планета здоровья,55.6098154,37.7165266
336,Ригла,55.8672378,37.6749112
337,Горздрав,55.8182796,37.5738845
338,Столички,55.6397195,37.6943273
339,Гексал,55.8853449,37.6022549
340,Горздрав,55.7229463,37.4168615
341,Горздрав,55.5997542,37.5974238
342,Горздрав,55.637666,37.6573159
343,Аптека,57.1587373,65.5543739
345,Ригла,55.7881259,37.4547213
346,Горздрав,55.7207312,37.7876089
347,Самсон Фарма,55.77329,37.5980921
348,Вита Экспресс,55.7491936,37.7183202
350,Аптека Форте,55.6127852,37.7263736
353,Ригла,55.7511707,37.5969893
356,Орион,55.5395821,37.5737008
357,Аптеки столицы,55.7983224,37.5466248
361,Госаптека №132,55.0216538,73.418747
363,Столичные Аптеки,55.5906215,37.6125987
366,Горздрав,55.7472093,37.7043823
368,Столичные аптеки,55.640241,37.7698484
369,Столички,55.7526393,37.5977102
370,Столичные аптеки,55.7871124,37.7414654
371,Здоров.ру,55.6553538,37.5728452
372,Горздрав,55.6423758,37.7712678
373,Каховка 17/14,55.6528156,37.5804891
374,Аптека № 7/197,55.6548037,37.5684818
375,Никольская,55.8632447,37.5671935
376,На Дубнинской,55.8621145,37.5677768
377,Горздрав,55.8641664,37.5687576
378,Фармленд,55.7584934,37.8329646
379,Столички,55.7524864,37.8217962
380,Сердечко,55.754733,37.8316518
382,Живика,55.8162155,37.461651
384,Ваша № 1,55.7236538,37.5650907
385,"36,6",55.7246236,37.5644812
386,Горздрав,55.8903324,37.588145
387,Столичные Аптеки,55.6246535,37.6008591
390,Илан,55.7194305,37.572784
391,"36,6",55.7241927,37.5772021
392,"36,6",55.7245244,37.5794248
393,Столичные аптеки,55.7252449,37.5786214
395,Горздрав,55.8478917,37.3600457
396,Горздрав,55.7941083,37.8128289
