ID,name,latitude,longitude
229,Инженерная школа № 1581. Корпус 2,55.768521,37.65502
230,"Многопрофильный лицей № 1799. СП ""Лицей на Полянке""",55.7369958,37.6180798
231,Многопрофильный лицей № 1799. СП «Школа № 19»,55.7441771,37.6217091
232,Школа №16,55.0236225,73.4124989
233,Гимназия №62,54.9675069,73.3946495
234,Лицей НИУ ВШЭ,55.7696296,37.6188347
235,Детская музыкальная школа № 76,55.7839008,37.3567544
236,"Школа ""Покровский квартал"". Здание на Покровке",55.7585886,37.6444861
237,"Курчатовская школа корпус ""Маршал""",55.7917885,37.4985782
238,Школа № 627,55.7330417,37.6360641
239,Центр образования №1480,55.7645917,37.6659139
240,Школа №700,55.7389273,37.5020715
242,Гимназия №1257,55.7144854,37.6256635
243,Лицей № 1535,55.7309714,37.5619802
244,"Школа № 2124 ""Центр развития и коррекции"" Здание №3",55.7610715,37.6365513
245,Школа № 554,55.6609508,37.5815156
246,Школа № 1231 им. В. Д. Поленова,55.7485171,37.5966758
247,Школа №1301 им. Е.Т. Гайдара,55.7800317,37.7385422
248,Школа №1262,55.7305746,37.6205231
249,Школа №1231,55.7498071,37.5890358
250,Школа № 1529 имени А. С. Грибоедова. Здание № 2,55.7451167,37.5925565
251,Школа № 1529 имени А. С. Грибоедова. Здание № 4,55.7469797,37.595742
252,Школа № 1277,55.7838582,37.6020225
253,"Школа Свиблово, корпус 3",55.8507959,37.635942
254,"Школа № 1288, корпус № 10",55.7761138,37.551338
255,Школа №1302,55.8065133,37.419357
256,Школа № 1270 «Вектор»,55.7439793,37.6651545
257,Лицей НИУ ВШЭ,55.7636235,37.6440206
258,"Частная школа ""Бнот Менахем""",55.7664398,37.6429479
259,Специализированная детско-юношеская школа олимпийского резерва № 94,55.789176,37.3533299
260,Общеобразовательная школа №1861 с дошкольным отделением,55.5776108,37.6715836
261,Школа №123,55.7579814,37.6022541
262,Школа №1232,55.7501767,37.5612288
264,Британская Международная Школа № 2,55.8186452,37.5275612
265,Школа № 67,55.7413846,37.5232664
266,Школа №1125,55.8829353,37.4921408
267,ГБОУ Школа № 1249,55.8012999,37.5185448
268,Британская Международная Школа № 1,55.8261245,37.5319324
269,Прогимназия №1661,55.8740524,37.5307217
270,"Школа ""Бескудниково"". Корпус 2",55.871938,37.5421371
271,Школьная академия,55.8506129,37.5146245
272,"Образовательный комплекс градостроительства ""Столица"". Отделение Саратовское",55.7116724,37.7364235
273,Лицей № 1564 имени Героя Советского Союза А.П. Белобородова. Здание № 1,55.8301599,37.3602854
274,Школа № 179,55.7596561,37.614753
275,Школа № 1601 имени Героя Советского Союза Е. К. Лютикова. Основная и средняя школа (4),55.8060143,37.5761265
276,"Школа ""Покровский квартал"". Здание на Лялином",55.7589931,37.6516152
277,Школа № 1499 им. И. А. Докукина,55.8344476,37.6443723
278,"ГБОУ Школа №1373, корпус №2",55.7782872,37.823674
279,Школа №1361,55.6749953,37.5367835
280,"Школа ""Покровский квартал"". Здание на Земляном валу",55.7539838,37.6551128
281,"Школа № 2123 имени Мигеля Эрнандеса. Корпус ""Стодесятая""",55.7568883,37.5949346
282,Лицей НИУ ВШЭ,55.7608039,37.6520715
283,Школа № 1239,55.7606239,37.588361
284,Школа №1113,55.7686461,37.6021606
285,"Школа № 498. Школьный корпус Марксистская улица, дом 9, корпус 2",55.7364752,37.6679886
286,"Школа № 498. Школьный корпус Большой Факельный переулок, дом 23",55.7413421,37.6680822
287,Школа №1900,55.8414361,37.3624176
289,Школа № 1694 «Ясенево». Здание 3,55.6151733,37.5478396
290,Школа № 1694 «Ясенево». Здание 2,55.6143672,37.5478722
291,Школа №731,55.7868891,37.3621122
292,Школа №1944. Корпус 1,55.8426161,37.3494897
293,Школа №1220,55.8174236,37.621538
294,Школа №304,55.8186767,37.6338394
295,Пироговская школа,55.7353638,37.6112445
296,Школа № 1494,55.8260892,37.6002734
299,Школа № 1950,55.7683739,37.5880679
300,Школа № 1494,55.8279267,37.5921387
301,Лицей №1571 корпус №1,55.857786,37.4472314
302,Школа им. Н.М. Карамзина. Корпус школьного образования №2 «Преображенский»,55.5927681,37.5383377
303,Школа им. Н.М. Карамзина. Корпус школьного образования №3 «Московский»,55.5942859,37.5407904
304,Школа №1598. Здание №3,55.8247403,37.8278634
305,Школа с углубленным изучением иностранного языка № 1241. Корпус № 2,55.7565362,37.5681522
306,Православная Свято-Петровская школа,55.7510844,37.6507548
307,Школа №1190,55.8472754,37.3647308
308,Школа 1158,55.6343175,37.596299
